invoice_id,carrier,invoice_date,service_month,shipment_ref,destination_city,destination_state,destination_zip,weight_lbs,base_charge,fuel_surcharge,accessorial_fees,accessorial_detail,adjustments,total_charge
HF-INV-2025-3060,Heartland Freight,2025-12-11,November 2025,HFL-5565128,Kansas City,MO,64101,569.4,305.39,0.0,0.0,,0.0,305.39
HF-INV-2025-3061,Heartland Freight,2025-12-11,November 2025,HFL-5582979,Madison,WI,53701,1729.4,582.16,0.0,0.0,,0.0,582.16
HF-INV-2025-3062,Heartland Freight,2025-12-11,November 2025,HFL-5752087,Omaha,NE,68101,1893.7,462.86,0.0,0.0,,0.0,462.86
HF-INV-2025-3063,Heartland Freight,2025-12-11,November 2025,HFL-1919088,Kansas City,KS,66101,1400.0,305.39,0.0,0.0,,0.0,305.39
HF-INV-2025-3064,Heartland Freight,2025-12-11,November 2025,HFL-5286905,Des Moines,IA,50301,694.4,462.86,0.0,0.0,,0.0,462.86
HF-INV-2025-3065,Heartland Freight,2025-12-11,November 2025,HFL-3947669,Norfolk,NE,68701,926.6,744.4,0.0,0.0,,0.0,744.4
HF-INV-2025-3066,Heartland Freight,2025-12-11,November 2025,HFL-6941939,Rockford,IL,61101,1095.2,582.16,0.0,0.0,,0.0,582.16
HF-INV-2025-3067,Heartland Freight,2025-12-11,November 2025,HFL-8713396,Duluth,MN,55801,1137.7,744.4,0.0,0.0,,0.0,744.4
HF-INV-2025-3068,Heartland Freight,2025-12-11,November 2025,HFL-8007741,Chicago,IL,60601,2205.4,582.16,0.0,0.0,,0.0,582.16
HF-INV-2025-3069,Heartland Freight,2025-12-11,November 2025,HFL-8719145,Milwaukee,WI,53201,451.6,582.16,0.0,0.0,,0.0,582.16
HF-INV-2025-3070,Heartland Freight,2025-12-11,November 2025,HFL-7718433,Springfield,MO,65801,414.4,462.86,0.0,0.0,,0.0,462.86
HF-INV-2025-3071,Heartland Freight,2025-12-11,November 2025,HFL-4717362,Minneapolis,MN,55401,392.7,582.16,0.0,0.0,,0.0,582.16
HF-INV-2025-3072,Heartland Freight,2025-12-11,November 2025,HFL-9902071,Springfield,MO,65801,1942.9,462.86,0.0,0.0,,0.0,462.86
HF-INV-2025-3073,Heartland Freight,2025-12-11,November 2025,HFL-3477824,Minneapolis,MN,55401,661.7,582.16,0.0,0.0,,0.0,582.16
HF-INV-2025-3074,Heartland Freight,2025-12-11,November 2025,HFL-3564729,Rockford,IL,61101,431.2,582.16,0.0,0.0,,0.0,582.16
HF-INV-2025-3075,Heartland Freight,2025-12-11,November 2025,HFL-8783840,St. Paul,MN,55101,387.0,582.16,0.0,0.0,,0.0,582.16
HF-INV-2025-3076,Heartland Freight,2025-12-11,November 2025,HFL-6422534,Lincoln,NE,68501,1822.7,462.86,0.0,0.0,,0.0,462.86
HF-INV-2025-3077,Heartland Freight,2025-12-11,November 2025,HFL-6080483,Norfolk,NE,68701,533.4,744.4,0.0,0.0,,0.0,744.4
HF-INV-2025-3078,Heartland Freight,2025-12-11,November 2025,HFL-1630944,Milwaukee,WI,53201,1551.9,582.16,0.0,135.0,Inside Delivery,0.0,717.16
HF-INV-2025-3079,Heartland Freight,2025-12-11,November 2025,HFL-2514923,Duluth,MN,55801,1037.7,744.4,0.0,0.0,,0.0,744.4
HF-INV-2025-3080,Heartland Freight,2025-12-11,November 2025,HFL-1688246,Wichita,KS,67201,1275.3,462.86,0.0,0.0,,0.0,462.86
HF-INV-2025-3081,Heartland Freight,2025-12-11,November 2025,HFL-8979730,Madison,WI,53701,2313.7,582.16,0.0,0.0,,0.0,582.16
HF-INV-2025-3082,Heartland Freight,2025-12-11,November 2025,HFL-6761929,Cedar Rapids,IA,52401,2406.5,462.86,0.0,0.0,,0.0,462.86
HF-INV-2025-3083,Heartland Freight,2025-12-11,November 2025,HFL-8372274,St. Paul,MN,55101,400.0,582.16,0.0,40.0,Appointment Delivery,0.0,622.16
HF-INV-2025-3084,Heartland Freight,2025-12-11,November 2025,HFL-6676858,Cedar Rapids,IA,52401,1072.5,462.86,0.0,0.0,,0.0,462.86
HF-INV-2025-3085,Heartland Freight,2025-12-11,November 2025,HFL-7485471,Duluth,MN,55801,2046.1,744.4,0.0,135.0,Inside Delivery,0.0,879.4
HF-INV-2025-3086,Heartland Freight,2025-12-11,November 2025,HFL-3522845,Norfolk,NE,68701,802.7,744.4,0.0,0.0,,0.0,744.4
HF-INV-2025-3087,Heartland Freight,2025-12-11,November 2025,HFL-6204824,Milwaukee,WI,53201,393.9,582.16,0.0,0.0,,0.0,582.16
HF-INV-2025-3088,Heartland Freight,2025-12-11,November 2025,HFL-2421349,St. Paul,MN,55101,1801.9,582.16,0.0,0.0,,0.0,582.16
HF-INV-2025-3089,Heartland Freight,2025-12-11,November 2025,HFL-3144023,St. Louis,MO,63101,1507.8,462.86,0.0,0.0,,0.0,462.86
HF-INV-2025-3090,Heartland Freight,2025-12-11,November 2025,HFL-9831414,St. Paul,MN,55101,1882.4,582.16,0.0,0.0,,0.0,582.16
HF-INV-2025-3091,Heartland Freight,2025-12-11,November 2025,HFL-7083379,Iowa City,IA,52240,1685.3,462.86,0.0,0.0,,0.0,462.86
HF-INV-2025-3092,Heartland Freight,2025-12-11,November 2025,HFL-9158272,St. Louis,MO,63101,605.4,462.86,0.0,0.0,,0.0,462.86
HF-INV-2025-3093,Heartland Freight,2025-12-11,November 2025,HFL-2696860,Rockford,IL,61101,706.3,582.16,0.0,85.0,Liftgate,0.0,667.16
HF-INV-2025-3094,Heartland Freight,2025-12-11,November 2025,HFL-1633297,Minneapolis,MN,55401,2029.1,582.16,0.0,0.0,,0.0,582.16
HF-INV-2025-3095,Heartland Freight,2025-12-11,November 2025,HFL-7320310,St. Paul,MN,55101,997.6,582.16,0.0,0.0,,0.0,582.16
HF-INV-2025-3096,Heartland Freight,2025-12-11,November 2025,HFL-3777286,Kansas City,MO,64101,589.4,305.39,0.0,0.0,,0.0,305.39
HF-INV-2025-3097,Heartland Freight,2025-12-11,November 2025,HFL-4985095,St. Paul,MN,55101,1205.1,582.16,0.0,0.0,,0.0,582.16
HF-INV-2025-3098,Heartland Freight,2025-12-11,November 2025,HFL-4925917,Lincoln,NE,68501,1640.8,462.86,0.0,0.0,,0.0,462.86
HF-INV-2025-3099,Heartland Freight,2025-12-11,November 2025,HFL-4255051,Duluth,MN,55801,936.1,744.4,0.0,0.0,,0.0,744.4
HF-INV-2025-3100,Heartland Freight,2025-12-11,November 2025,HFL-7406756,Kansas City,KS,66101,1777.6,305.39,0.0,0.0,,-36.53,268.86
HF-INV-2025-3101,Heartland Freight,2025-12-11,November 2025,HFL-3321942,Norfolk,NE,68701,2488.2,744.4,0.0,0.0,,0.0,744.4
HF-INV-2025-3102,Heartland Freight,2025-12-11,November 2025,HFL-2721170,Milwaukee,WI,53201,321.2,582.16,0.0,0.0,,0.0,582.16
HF-INV-2025-3103,Heartland Freight,2025-12-11,November 2025,HFL-9612629,Duluth,MN,55801,875.6,744.4,0.0,0.0,,0.0,744.4
HF-INV-2025-3104,Heartland Freight,2025-12-11,November 2025,HFL-8568671,Kansas City,MO,64101,2061.6,305.39,0.0,0.0,,0.0,305.39
HF-INV-2025-3105,Heartland Freight,2025-12-11,November 2025,HFL-7274032,Kansas City,KS,66101,2337.9,305.39,0.0,0.0,,0.0,305.39
HF-INV-2025-3106,Heartland Freight,2025-12-11,November 2025,HFL-6346644,Rockford,IL,61101,1061.8,582.16,0.0,0.0,,0.0,582.16
HF-INV-2025-3107,Heartland Freight,2025-12-11,November 2025,HFL-3308538,Chicago,IL,60601,2163.1,582.16,0.0,0.0,,0.0,582.16
HF-INV-2025-3108,Heartland Freight,2025-12-11,November 2025,HFL-3328554,Des Moines,IA,50301,883.9,462.86,0.0,0.0,,0.0,462.86
HF-INV-2025-3109,Heartland Freight,2025-12-11,November 2025,HFL-1318832,St. Paul,MN,55101,1295.7,582.16,0.0,0.0,,0.0,582.16
HF-INV-2025-3110,Heartland Freight,2025-12-11,November 2025,HFL-9854536,St. Louis,MO,63101,682.4,462.86,0.0,0.0,,0.0,462.86
HF-INV-2025-3111,Heartland Freight,2025-12-11,November 2025,HFL-1801102,Madison,WI,53701,451.2,582.16,0.0,0.0,,0.0,582.16
HF-INV-2025-3112,Heartland Freight,2025-12-11,November 2025,HFL-2859886,Omaha,NE,68101,1195.4,462.86,0.0,0.0,,0.0,462.86
HF-INV-2025-3113,Heartland Freight,2025-12-11,November 2025,HFL-5059048,Madison,WI,53701,1527.1,582.2,0.0,0.0,,0.0,582.2
CE-INV-2025-5046,Coastal Express,2025-12-11,November 2025,CEX-7550726,Bakersfield,CA,93301,43.4,32.06,3.05,12.5,Residential,0.0,47.61
CE-INV-2025-5047,Coastal Express,2025-12-11,November 2025,CEX-1272499,Long Beach,CA,90802,38.8,32.06,3.05,12.5,Residential,0.0,47.61
CE-INV-2025-5048,Coastal Express,2025-12-11,November 2025,CEX-6578736,San Diego,CA,92101,18.8,32.06,3.05,0.0,,0.0,35.11
CE-INV-2025-5049,Coastal Express,2025-12-11,November 2025,CEX-8795078,San Diego,CA,92101,10.2,32.06,3.05,0.0,,0.0,35.11
CE-INV-2025-5050,Coastal Express,2025-12-11,November 2025,CEX-8678589,Los Angeles,CA,90001,44.4,32.06,3.05,102.5,Residential + Liftgate,-36.19,101.42
CE-INV-2025-5051,Coastal Express,2025-12-11,November 2025,CEX-6202210,San Francisco,CA,94102,6.4,32.06,3.05,12.5,Residential,0.0,47.61
CE-INV-2025-5052,Coastal Express,2025-12-11,November 2025,CEX-4206183,Sacramento,CA,95814,26.6,32.06,3.05,90.0,Liftgate,0.0,125.11
CE-INV-2025-5053,Coastal Express,2025-12-11,November 2025,CEX-3088344,San Diego,CA,92101,16.9,32.06,3.05,12.5,Residential,0.0,47.61
CE-INV-2025-5054,Coastal Express,2025-12-11,November 2025,CEX-7486822,Long Beach,CA,90802,37.0,32.06,3.05,12.5,Residential,0.0,47.61
CE-INV-2025-5055,Coastal Express,2025-12-11,November 2025,CEX-9712003,Sacramento,CA,95814,18.3,32.06,3.05,12.5,Residential,0.0,47.61
CE-INV-2025-5056,Coastal Express,2025-12-11,November 2025,CEX-4027557,Long Beach,CA,90802,15.3,32.06,3.05,12.5,Residential,0.0,47.61
CE-INV-2025-5057,Coastal Express,2025-12-11,November 2025,CEX-8481225,San Diego,CA,92101,26.6,32.06,3.05,12.5,Residential,0.0,47.61
CE-INV-2025-5058,Coastal Express,2025-12-11,November 2025,CEX-6914963,Sacramento,CA,95814,29.1,32.06,3.05,0.0,,0.0,35.11
CE-INV-2025-5059,Coastal Express,2025-12-11,November 2025,CEX-7815076,San Francisco,CA,94102,29.6,32.06,3.05,12.5,Residential,0.0,47.61
CE-INV-2025-5060,Coastal Express,2025-12-11,November 2025,CEX-8351320,San Francisco,CA,94102,20.0,32.06,3.05,12.5,Residential,0.0,47.61
CE-INV-2025-5061,Coastal Express,2025-12-11,November 2025,CEX-1543335,Sacramento,CA,95814,6.2,32.06,3.05,12.5,Residential,0.0,47.61
CE-INV-2025-5062,Coastal Express,2025-12-11,November 2025,CEX-2289923,Seattle,WA,98101,29.7,32.06,3.05,0.0,,0.0,35.11
CE-INV-2025-5063,Coastal Express,2025-12-11,November 2025,CEX-2903351,San Diego,CA,92101,28.2,32.06,3.05,0.0,,0.0,35.11
CE-INV-2025-5064,Coastal Express,2025-12-11,November 2025,CEX-5366937,Bakersfield,CA,93301,5.9,32.06,3.05,0.0,,0.0,35.11
CE-INV-2025-5065,Coastal Express,2025-12-11,November 2025,CEX-3277144,Fresno,CA,93721,32.7,32.06,3.05,0.0,,0.0,35.11
CE-INV-2025-5066,Coastal Express,2025-12-11,November 2025,CEX-6361793,Tacoma,WA,98401,39.2,32.31,3.07,12.5,Residential,0.0,47.88
CE-INV-2025-5067,Coastal Express,2025-12-11,November 2025,CEX-3642499,Sacramento,CA,95814,32.3,32.06,3.05,0.0,,0.0,35.11
CE-INV-2025-5068,Coastal Express,2025-12-11,November 2025,CEX-3036124,Sacramento,CA,95814,34.7,32.06,3.05,12.5,Residential,0.0,47.61
CE-INV-2025-5069,Coastal Express,2025-12-11,November 2025,CEX-7189302,Long Beach,CA,90802,45.5,32.06,3.05,90.0,Liftgate,0.0,125.11
CE-INV-2025-5070,Coastal Express,2025-12-11,November 2025,CEX-7680015,Los Angeles,CA,90001,1656.5,910.33,86.48,90.0,Liftgate,0.0,1086.81
CE-INV-2025-5071,Coastal Express,2025-12-11,November 2025,CEX-2237331,Fresno,CA,93721,2550.1,1605.78,152.55,0.0,,0.0,1758.33
CE-INV-2025-5072,Coastal Express,2025-12-11,November 2025,CEX-6779998,Long Beach,CA,90802,1005.2,552.41,52.48,0.0,,0.0,604.89
CE-INV-2025-5073,Coastal Express,2025-12-11,November 2025,CEX-3164813,Bakersfield,CA,93301,1046.7,659.1,62.61,0.0,,0.0,721.71
CE-INV-2025-5074,Coastal Express,2025-12-11,November 2025,CEX-6102363,Los Angeles,CA,90001,1587.3,872.29,82.87,0.0,,0.0,955.16
CE-INV-2025-5075,Coastal Express,2025-12-11,November 2025,CEX-9705660,Sacramento,CA,95814,1071.9,674.97,64.12,0.0,,0.0,739.09
CE-INV-2025-5076,Coastal Express,2025-12-11,November 2025,CEX-5604524,San Diego,CA,92101,2389.2,1312.98,124.73,0.0,,0.0,1437.71
CE-INV-2025-5077,Coastal Express,2025-12-11,November 2025,CEX-3586950,Bakersfield,CA,93301,1003.9,632.14,60.05,0.0,,0.0,692.19
CE-INV-2025-5078,Coastal Express,2025-12-11,November 2025,CEX-1691125,Seattle,WA,98101,1106.0,911.7,86.61,0.0,,0.0,998.31
CE-INV-2025-5079,Coastal Express,2025-12-11,November 2025,CEX-5440189,San Diego,CA,92101,2141.2,1176.7,111.79,0.0,,0.0,1288.49
CE-INV-2025-5080,Coastal Express,2025-12-11,November 2025,CEX-5859883,San Francisco,CA,94102,1952.1,1229.21,116.77,0.0,,0.0,1345.98
CE-INV-2025-5081,Coastal Express,2025-12-11,November 2025,CEX-8609207,San Diego,CA,92101,1874.5,1030.13,97.86,0.0,,0.0,1127.99
CE-INV-2025-5082,Coastal Express,2025-12-11,November 2025,CEX-6707484,Fresno,CA,93721,900.3,566.92,53.86,0.0,,0.0,620.78
CE-INV-2025-5083,Coastal Express,2025-12-11,November 2025,CEX-3193891,Sacramento,CA,95814,1816.4,1143.77,108.66,0.0,,0.0,1252.43
CE-INV-2025-5084,Coastal Express,2025-12-11,November 2025,CEX-5487430,Los Angeles,CA,90001,2105.8,1157.23,109.94,0.0,,0.0,1267.17
CE-INV-2025-5085,Coastal Express,2025-12-11,November 2025,CEX-8015136,Long Beach,CA,90802,1532.8,842.34,80.02,0.0,,0.0,922.36
CE-INV-2025-5086,Coastal Express,2025-12-11,November 2025,CEX-6246485,Long Beach,CA,90802,1259.5,692.16,65.76,0.0,,0.0,757.92
CE-INV-2025-5087,Coastal Express,2025-12-11,November 2025,CEX-6176450,Tacoma,WA,98401,1101.5,907.99,86.26,0.0,,0.0,994.25
CE-INV-2025-5088,Coastal Express,2025-12-11,November 2025,CEX-4609524,Long Beach,CA,90802,1606.5,882.85,83.87,0.0,,0.0,966.72
CE-INV-2025-5089,Coastal Express,2025-12-11,November 2025,CEX-8895137,San Diego,CA,92101,1744.1,958.47,91.05,0.0,,0.0,1049.52
CE-INV-2025-5090,Coastal Express,2025-12-11,November 2025,CEX-7136730,Los Angeles,CA,90001,1248.0,685.84,65.15,0.0,,0.0,750.99
CE-INV-2025-5091,Coastal Express,2025-12-11,November 2025,CEX-7082139,Bakersfield,CA,93301,2089.4,1315.68,124.99,0.0,,0.0,1440.67
CE-INV-2025-5092,Coastal Express,2025-12-11,November 2025,CEX-2993318,Bakersfield,CA,93301,1697.2,1068.71,101.53,0.0,,0.0,1170.24
CE-INV-2025-5093,Coastal Express,2025-12-11,November 2025,CEX-7133857,Long Beach,CA,90802,995.0,546.64,51.93,0.0,,0.0,598.57
PK-INV-2026-1072,Peak Logistics,2026-01-09,December 2025,PLG-8948107,Idaho Falls,ID,83401,556.4,1776.72,248.74,0.0,,0.0,2025.46
PK-INV-2026-1073,Peak Logistics,2026-01-09,December 2025,PLG-3726331,Fort Collins,CO,80521,1264.3,240.6,33.68,0.0,,0.0,274.28
PK-INV-2026-1074,Peak Logistics,2026-01-09,December 2025,PLG-9931180,Laramie,WY,82070,942.8,481.19,67.37,0.0,,0.0,548.56
PK-INV-2026-1075,Peak Logistics,2026-01-09,December 2025,PLG-7988386,Laramie,WY,82070,414.5,325.81,45.61,0.0,,0.0,371.42
PK-INV-2026-1076,Peak Logistics,2026-01-09,December 2025,PLG-4817541,Colorado Springs,CO,80901,912.6,259.1,36.27,0.0,,0.0,295.37
PK-INV-2026-1077,Peak Logistics,2026-01-09,December 2025,PLG-7378535,Provo,UT,84601,1312.6,1813.73,253.92,0.0,,0.0,2067.65
PK-INV-2026-1078,Peak Logistics,2026-01-09,December 2025,PLG-4420734,Fort Collins,CO,80521,465.1,162.9,22.81,75.0,Liftgate,-67.43,193.28
PK-INV-2026-1079,Peak Logistics,2026-01-09,December 2025,PLG-4478616,Laramie,WY,82070,3380.6,641.59,89.82,75.0,Liftgate,0.0,806.41
PK-INV-2026-1080,Peak Logistics,2026-01-09,December 2025,PLG-6743294,Pueblo,CO,81001,953.2,407.16,57.00,0.0,,0.0,464.16
PK-INV-2026-1081,Peak Logistics,2026-01-09,December 2025,PLG-4772642,Cheyenne,WY,82001,778.4,370.15,51.82,0.0,,0.0,421.97
PK-INV-2026-1082,Peak Logistics,2026-01-09,December 2025,PLG-9049765,Billings,MT,59101,1585.9,2035.82,285.01,0.0,,0.0,2320.83
PK-INV-2026-1083,Peak Logistics,2026-01-09,December 2025,PLG-7619156,Cheyenne,WY,82001,310.0,250.62,35.09,0.0,,0.0,285.71
PK-INV-2026-1084,Peak Logistics,2026-01-09,December 2025,PLG-8421839,Casper,WY,82601,182.7,751.87,105.26,0.0,,0.0,857.13
PK-INV-2026-1085,Peak Logistics,2026-01-09,December 2025,PLG-5557052,Idaho Falls,ID,83401,417.2,1202.99,168.42,0.0,,0.0,1371.41
PK-INV-2026-1086,Peak Logistics,2026-01-09,December 2025,PLG-4786141,Laramie,WY,82070,836.2,481.19,67.37,0.0,,0.0,548.56
PK-INV-2026-1087,Peak Logistics,2026-01-09,December 2025,PLG-3306314,Grand Junction,CO,81501,198.9,614.02,85.96,0.0,,0.0,699.98
PK-INV-2026-1088,Peak Logistics,2026-01-09,December 2025,PLG-8980915,Laramie,WY,82070,2272.9,641.59,89.82,0.0,,0.0,731.41
PK-INV-2026-1089,Peak Logistics,2026-01-09,December 2025,PLG-4896008,Fort Collins,CO,80521,921.6,240.6,33.68,50.0,Appointment Delivery,0.0,324.28
PK-INV-2026-1090,Peak Logistics,2026-01-09,December 2025,PLG-7660463,Colorado Springs,CO,80901,2335.3,345.47,48.37,200.0,"Liftgate, Inside Delivery",0.0,593.84
PK-INV-2026-1091,Peak Logistics,2026-01-09,December 2025,PLG-1155477,Casper,WY,82601,3563.1,1480.6,207.28,0.0,,0.0,1687.88
PK-INV-2026-1092,Peak Logistics,2026-01-09,December 2025,PLG-9796605,Laramie,WY,82070,486.4,325.81,45.61,0.0,,0.0,371.42
PK-INV-2026-1093,Peak Logistics,2026-01-09,December 2025,PLG-8699307,Fort Collins,CO,80521,1182.2,240.6,33.68,75.0,Liftgate,0.0,349.28
PK-INV-2026-1094,Peak Logistics,2026-01-09,December 2025,PLG-4240708,Casper,WY,82601,199.5,751.87,105.26,0.0,,0.0,857.13
PK-INV-2026-1095,Peak Logistics,2026-01-09,December 2025,PLG-4100114,Pueblo,CO,81001,1242.4,407.16,57.00,0.0,,0.0,464.16
PK-INV-2026-1096,Peak Logistics,2026-01-09,December 2025,PLG-5479421,Billings,MT,59101,159.5,1378.42,192.98,0.0,,0.0,1571.40
PK-INV-2026-1097,Peak Logistics,2026-01-09,December 2025,PLG-4964499,Billings,MT,59101,1343.4,2035.82,285.01,0.0,,0.0,2320.83
PK-INV-2026-1098,Peak Logistics,2026-01-09,December 2025,PLG-6217344,Colorado Springs,CO,80901,752.9,259.1,36.27,0.0,,0.0,295.37
PK-INV-2026-1099,Peak Logistics,2026-01-09,December 2025,PLG-8633275,Pocatello,ID,83201,154.7,1102.74,154.38,0.0,,0.0,1257.12
PK-INV-2026-1100,Peak Logistics,2026-01-09,December 2025,PLG-4664338,Provo,UT,84601,377.6,1228.05,171.93,0.0,,0.0,1399.98
PK-INV-2026-1101,Peak Logistics,2026-01-09,December 2025,PLG-2310346,Provo,UT,84601,623.6,1813.76,253.93,0.0,,0.0,2067.69
HF-INV-2026-3114,Heartland Freight,2026-01-09,December 2025,HFL-8052503,Norfolk,NE,68701,1167.6,844.61,0.0,0.0,,0.0,844.61
HF-INV-2026-3115,Heartland Freight,2026-01-09,December 2025,HFL-7333337,Springfield,MO,65801,2475.6,525.17,0.0,0.0,,0.0,525.17
HF-INV-2026-3116,Heartland Freight,2026-01-09,December 2025,HFL-6834610,Madison,WI,53701,399.0,660.53,0.0,0.0,,-68.35,592.18
HF-INV-2026-3117,Heartland Freight,2026-01-09,December 2025,HFL-4736121,Chicago,IL,60601,615.1,660.53,0.0,0.0,,0.0,660.53
HF-INV-2026-3118,Heartland Freight,2026-01-09,December 2025,HFL-8115687,Duluth,MN,55801,2013.8,844.61,0.0,0.0,,0.0,844.61
HF-INV-2026-3119,Heartland Freight,2026-01-09,December 2025,HFL-5624635,Kansas City,KS,66101,2067.2,346.51,0.0,0.0,,0.0,346.51
HF-INV-2026-3120,Heartland Freight,2026-01-09,December 2025,HFL-8033690,Rockford,IL,61101,2404.9,660.53,0.0,0.0,,0.0,660.53
HF-INV-2026-3121,Heartland Freight,2026-01-09,December 2025,HFL-8490038,Duluth,MN,55801,734.4,800.16,0.0,0.0,,0.0,800.16
HF-INV-2026-3122,Heartland Freight,2026-01-09,December 2025,HFL-1742169,Minneapolis,MN,55401,1799.9,625.76,0.0,0.0,,0.0,625.76
HF-INV-2026-3123,Heartland Freight,2026-01-09,December 2025,HFL-1946973,Madison,WI,53701,1219.0,625.76,0.0,0.0,,0.0,625.76
HF-INV-2026-3124,Heartland Freight,2026-01-09,December 2025,HFL-6350316,Duluth,MN,55801,1345.7,800.16,0.0,0.0,,0.0,800.16
HF-INV-2026-3125,Heartland Freight,2026-01-09,December 2025,HFL-9745141,Springfield,MO,65801,768.2,497.53,0.0,0.0,,0.0,497.53
HF-INV-2026-3126,Heartland Freight,2026-01-09,December 2025,HFL-3938247,Omaha,NE,68101,1138.8,497.53,0.0,0.0,,0.0,497.53
HF-INV-2026-3127,Heartland Freight,2026-01-09,December 2025,HFL-7394713,St. Paul,MN,55101,1776.8,625.76,0.0,135.0,Inside Delivery,0.0,760.76
HF-INV-2026-3128,Heartland Freight,2026-01-09,December 2025,HFL-4084977,Springfield,MO,65801,1798.9,497.53,0.0,0.0,,0.0,497.53
HF-INV-2026-3129,Heartland Freight,2026-01-09,December 2025,HFL-3421820,Kansas City,KS,66101,743.5,328.27,0.0,0.0,,0.0,328.27
HF-INV-2026-3130,Heartland Freight,2026-01-09,December 2025,HFL-9891787,Norfolk,NE,68701,2325.5,800.16,0.0,0.0,,0.0,800.16
HF-INV-2026-3131,Heartland Freight,2026-01-09,December 2025,HFL-2326581,Rockford,IL,61101,1080.1,625.76,0.0,0.0,,0.0,625.76
HF-INV-2026-3132,Heartland Freight,2026-01-09,December 2025,HFL-4195751,Lincoln,NE,68501,2097.9,497.53,0.0,0.0,,0.0,497.53
HF-INV-2026-3133,Heartland Freight,2026-01-09,December 2025,HFL-2221118,Chicago,IL,60601,831.5,625.76,0.0,0.0,,0.0,625.76
HF-INV-2026-3134,Heartland Freight,2026-01-09,December 2025,HFL-4640933,Omaha,NE,68101,2073.5,497.53,0.0,0.0,,0.0,497.53
HF-INV-2026-3135,Heartland Freight,2026-01-09,December 2025,HFL-1257256,Madison,WI,53701,703.2,625.76,0.0,0.0,,0.0,625.76
HF-INV-2026-3136,Heartland Freight,2026-01-09,December 2025,HFL-9034958,Duluth,MN,55801,2443.5,800.16,0.0,0.0,,0.0,800.16
HF-INV-2026-3137,Heartland Freight,2026-01-09,December 2025,HFL-5015307,Rockford,IL,61101,1834.6,625.76,0.0,0.0,,0.0,625.76
HF-INV-2026-3138,Heartland Freight,2026-01-09,December 2025,HFL-7027375,Kansas City,KS,66101,1977.0,328.27,0.0,0.0,,0.0,328.27
HF-INV-2026-3139,Heartland Freight,2026-01-09,December 2025,HFL-2654371,Milwaukee,WI,53201,806.3,625.76,0.0,0.0,,0.0,625.76
HF-INV-2026-3140,Heartland Freight,2026-01-09,December 2025,HFL-6249960,Kansas City,KS,66101,1936.9,328.27,0.0,0.0,,0.0,328.27
HF-INV-2026-3141,Heartland Freight,2026-01-09,December 2025,HFL-1272124,Madison,WI,53701,314.4,625.76,0.0,0.0,,0.0,625.76
HF-INV-2026-3142,Heartland Freight,2026-01-09,December 2025,HFL-5952504,St. Louis,MO,63101,1488.6,497.53,0.0,0.0,,0.0,497.53
HF-INV-2026-3143,Heartland Freight,2026-01-09,December 2025,HFL-5122665,Cedar Rapids,IA,52401,642.1,497.53,0.0,0.0,,0.0,497.53
HF-INV-2026-3144,Heartland Freight,2026-01-09,December 2025,HFL-9197701,Norfolk,NE,68701,1519.4,800.16,0.0,0.0,,0.0,800.16
HF-INV-2026-3145,Heartland Freight,2026-01-09,December 2025,HFL-3348114,Kansas City,KS,66101,1286.7,328.27,0.0,0.0,,0.0,328.27
HF-INV-2026-3146,Heartland Freight,2026-01-09,December 2025,HFL-1985360,St. Paul,MN,55101,1432.2,625.76,0.0,0.0,,0.0,625.76
HF-INV-2026-3147,Heartland Freight,2026-01-09,December 2025,HFL-1813936,Des Moines,IA,50301,2077.1,497.53,0.0,0.0,,0.0,497.53
HF-INV-2026-3148,Heartland Freight,2026-01-09,December 2025,HFL-3533857,Duluth,MN,55801,1181.8,800.16,0.0,0.0,,0.0,800.16
HF-INV-2026-3149,Heartland Freight,2026-01-09,December 2025,HFL-9106820,Chicago,IL,60601,704.5,625.76,0.0,40.0,Appointment Delivery,0.0,665.76
HF-INV-2026-3150,Heartland Freight,2026-01-09,December 2025,HFL-1198826,St. Paul,MN,55101,1283.0,625.76,0.0,0.0,,0.0,625.76
HF-INV-2026-3151,Heartland Freight,2026-01-09,December 2025,HFL-1287605,Chicago,IL,60601,1402.4,625.76,0.0,0.0,,0.0,625.76
HF-INV-2026-3152,Heartland Freight,2026-01-09,December 2025,HFL-2615878,Wichita,KS,67201,2123.4,497.53,0.0,0.0,,0.0,497.53
HF-INV-2026-3153,Heartland Freight,2026-01-09,December 2025,HFL-6946534,Cedar Rapids,IA,52401,764.3,497.53,0.0,0.0,,0.0,497.53
HF-INV-2026-3154,Heartland Freight,2026-01-09,December 2025,HFL-8700704,Milwaukee,WI,53201,1978.8,625.76,0.0,0.0,,0.0,625.76
HF-INV-2026-3155,Heartland Freight,2026-01-09,December 2025,HFL-2352527,Duluth,MN,55801,2442.3,800.16,0.0,0.0,,0.0,800.16
HF-INV-2026-3156,Heartland Freight,2026-01-09,December 2025,HFL-1941452,Des Moines,IA,50301,413.7,497.53,0.0,0.0,,0.0,497.53
HF-INV-2026-3157,Heartland Freight,2026-01-09,December 2025,HFL-8279795,St. Paul,MN,55101,217.7,625.76,0.0,0.0,,0.0,625.76
HF-INV-2026-3158,Heartland Freight,2026-01-09,December 2025,HFL-2599906,St. Paul,MN,55101,2023.4,625.76,0.0,0.0,,0.0,625.76
HF-INV-2026-3159,Heartland Freight,2026-01-09,December 2025,HFL-8977571,Kansas City,MO,64101,752.6,328.27,0.0,0.0,,0.0,328.27
